Género;Fecha de nacimiento;Nivel de Educación;Nacionalidad;Pais de residencia;Proceso;FIT;Estado Proceso;Carrera 1;Institucion 1;Nivel de estudio;Estado de carrera;Área de estudio;Carrera 2;Institución 2;Nivel de estudio 2;Estado de carrera 2;Area de estudio 2
F;1998-06-06;Universitaria;chile;chile;Product Manager;98;Proceso Inactivo;Ingeniera Comercial;"Universidad Técnica ""Federico Santa María""";Pregrado;Titulado/Titulada;Administración;;;;;
M;1984-02-20;Universitaria;chile;Chile;Product Manager;77;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Central;Postgrado;Titulado/Titulada;Administración;;;;;
M;1996-10-23;Magister;chile;chile;Product Manager;88;Proceso Inactivo;Ingeniera Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Comercio;;;;;
F;1999-10-12;Postgrado;chile;chile;Product Manager;77;Proceso Inactivo;Ingenieria Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Administración;Master en Dirección y Administración de Empresas MBA;Universidad Europea de Madrid;Pregrado;Titulado/Titulada;Administración
F;1981-05-16;Universitaria;venezuela;chile;Product Manager;51;Proceso Inactivo;Ingeniera Comercial, Administracion de Empresas;Universidad Jose Antonio Anzoategui  Pais Venezuela;Otra;Titulado/Titulada;Administración;;;;;
M;1993-06-28;Universitaria;chile;chile;Product Manager;84;Proceso Inactivo;Ingenieria Industrial;Universidad Nacional Andrés Bello;Pregrado;Egresado/Egresada;Industrial;;;;;
M;1993-11-18;Magister;chile;chile;Product Manager;86;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Administración;;;;;
F;1990-10-22;Magister;chile;chile;Product Manager;68;Proceso Inactivo;Ingeniera Comercial;"Universidad ""Adolfo Ibañez""";Pregrado;Titulado/Titulada;Administración;Ingenieria Comercial;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Marketing
F;1977-12-02;Universitaria;chile;chile;Product Manager;48;Proceso Inactivo;Arquitectura;Universidad Nacional Andrés Bello;Otra;Titulado/Titulada;Arquitectura;;;;;
M;1998-10-19;Universitaria;chile;Chile;Product Manager;54;Proceso Inactivo;Ingeniería en Admnistración de Empresas / Mención Finanzas;Universidad Tecnológica de Chile;Pregrado;Titulado/Titulada;Finanzas;Ingenieria Comercial - Profesional;Universidad Nacional Andrés Bello;Pregrado;En curso;Economía
M;1997-11-27;Magister;chile;chile;Product Manager;89;Proceso Inactivo;Ingeniera Comercial;"Universidad ""Adolfo Ibañez""";Pregrado;Titulado/Titulada;Finanzas;;;;;
M;1974-07-27;Magister;chile;chile;Product Manager;93;Proceso Inactivo;MBA;Universidad Catolica de Valparaiso;Postgrado;Egresado/Egresada;Administración;Ingenieria Comercial;UCINF;Pregrado;Titulado/Titulada;Administración
F;1977-06-11;Universitaria;chile;chile;Product Manager;80;Proceso Inactivo;Arquitectura;univerisdad Finis terrae;Pregrado;Titulado/Titulada;Arquitectura;ingeniero comercial;universidad Gabriela Mistral;Pregrado;Titulado/Titulada;Administración
F;1998-01-27;Universitaria;chile;chile;Product Manager;61;Proceso Inactivo;Ingenieria Civil Industrial;Universidad de Valparaiso;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1993-03-01;Universitaria;chile;chile;Product Manager;76;Proceso Inactivo;Ingenieria En Informacion Y Control De Gestion;Universidad de Tarapacá;Pregrado;Egresado/Egresada;Finanzas;;;;;
M;1996-10-19;Universitaria;chile;chile;Product Manager;98;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Ingeniería Civil;Diplomado en Gestión de Operaciones y Analítica;Universidad Adolfo Ibáñez;Postgrado;En curso;Ingeniería Civil
F;1996-01-04;Postgrado;chile;chile;Product Manager;78;Proceso Inactivo;Ingenieria industrial en Transporte;Pontificia Universidad Catolica de Chile;Postgrado;Titulado/Titulada;Industrial;;;;;
M;1992-01-30;Universitaria;chile;chile;Product Manager;83;Proceso Inactivo;Ingenieria En Construccion;"Universidad Técnica ""Federico Santa María""";Otra;Titulado/Titulada;Obras Civiles;;;;;
M;1990-09-17;Universitaria;chile;chile;Product Manager;70;Proceso Inactivo;Ingenieria Civil Industrial En Minas;Universidad de Antofagasta;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1995-08-08;Universitaria;chile;chile;Product Manager;98;Proceso Inactivo;Ingenieria Comercial;Universidad de Chile;Pregrado;Titulado/Titulada;Administración;;;;;
M;1992-11-09;Postgrado;chile;chile;Product Manager;95;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Comercio;;;;;
M;1996-05-24;Universitaria;chile;chile;Product Manager;81;Proceso Inactivo;Ingenieria Civil Industrial, Programa Continuidad De Estudios;Universidad Mayor;Otra;Egresado/Egresada;Ingeniería Civil;;;;;
M;1988-03-31;Universitaria;chile;chile;Product Manager;77;Proceso Inactivo;Ingenieria Civil Industrial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1995-01-02;Magister;chile;chile;Product Manager;78;Proceso Inactivo;Ingenieria Comercial;Universidad Mayor;Pregrado;Titulado/Titulada;Administración;Master en Economía;Universitat de Barcelona;Pregrado;Titulado/Titulada;Economía
F;1996-02-24;Universitaria;chile;chile;Product Manager;89;Proceso Inactivo;Construccion Civil;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1988-03-09;Universitaria;venezuela;chile;Product Manager;84;Proceso Inactivo;Ingenieria Industrial;unexpo;Pregrado;Egresado/Egresada;Industrial;;;;;
M;1994-01-05;Universitaria;chile;chile;Product Manager;80;Proceso Inactivo;Ingenieria Comercial;Universidad Mayor;Pregrado;Titulado/Titulada;Administración;;;;;
F;1994-06-06;Universitaria;chile;chile;Product Manager;93;Proceso Inactivo;Ingeniera Comercial;Universidad Catolica del Norte;Pregrado;Titulado/Titulada;Comercio;;;;;
M;1983-08-07;Universitaria;argentina;chile;Product Manager;85;Proceso Inactivo;Ingeniera Comercial;Universidad Nacional del Sur;Otra;Titulado/Titulada;Administración;;;;;
F;1999-06-25;Universitaria;chile;chile;Product Manager;94;Proceso Inactivo;Ingenieria En Control De Gestion;Universidad Diego Portales;Pregrado;Titulado/Titulada;Administración;;;;;
M;1999-09-26;Universitaria;chile;chile;Product Manager;89;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1987-07-03;Universitaria;chile;chile;Product Manager;71;Proceso Inactivo;Ingeniera Comercial;Universidad de Las Américas;Pregrado;Titulado/Titulada;Administración;;;;;
F;1999-10-20;Universitaria;chile;chile;Product Manager;88;Proceso Inactivo;Ingenieria Comercial;Universidad de Valparaiso;Pregrado;Egresado/Egresada;Administración;;;;;
F;1986-05-11;Magister;chile;chile;Product Manager;62;Proceso Inactivo;Ingenieria En Administracion De Empresas;Universidad Diego Portales;Pregrado;Titulado/Titulada;Marketing;Magister en Marketing;Universidad de Santiago de Chile;Postgrado;Egresado/Egresada;Marketing
F;1995-07-04;Universitaria;chile;chile;Product Manager;88;Proceso Inactivo;Ingeniería Comercial;Universidad Adolfo Ibánez;Postgrado;Titulado/Titulada;Marketing;;;;;
M;1990-08-23;Universitaria;chile;chile;Product Manager;62;Proceso Inactivo;ingniería comercial;Universidad Mayor;Pregrado;Titulado/Titulada;Administración;;;;;
M;1995-01-19;Universitaria;chile;chile;Product Manager;83;Proceso Inactivo;Ingenieria Comercial;Universidad de Los Andes;Pregrado;Egresado/Egresada;Marketing;Bachillerato De Comercial;Universidad de Los Andes;Pregrado;Titulado/Titulada;Comercio
F;1984-01-02;Universitaria;chile;chile;Product Manager;73;Proceso Inactivo;Ingenieria Comercial;uniacc;Postgrado;Titulado/Titulada;Comercio;;;;;
F;1987-12-01;Universitaria;venezuela;chile;Product Manager;77;Proceso Inactivo;Ingenieria En Quimica;Universidad Nacional Experimental Francisco de Miranda;Educación Técnico Profesional;Titulado/Titulada;Química y Metalurgia;;;;;
M;1990-08-04;Universitaria;chile;chile;Product Manager;97;Proceso Inactivo;Ingenieria En Agronegocios;Universidad Central;Pregrado;Egresado/Egresada;Administración;Ingenieria Comercial - Profesional;Universidad Central;Otra;Titulado/Titulada;Administración
F;1984-05-10;Postgrado;panamá;chile;Product Manager;57;Proceso Inactivo;Administracion De Empresas;Universidad Latina de Panamá;Pregrado;Titulado/Titulada;Administración;Administracion;Universidad Latina de Panamá;Postgrado;Titulado/Titulada;Administración
M;1997-12-29;Universitaria;chile;chile;Product Manager;84;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1995-03-10;Universitaria;chile;chile;Product Manager;94;Proceso Inactivo;Ingenieria Civil Industrial Mencion Bioprocesos;Universidad de La Frontera;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1990-03-05;Universitaria;argentina;chile;Product Manager;56;Proceso Inactivo;Licenciatura en Comercialización;Universidad Argentina de la Empresa;Otra;Titulado/Titulada;Marketing;;;;;
F;1986-04-30;Universitaria;chile;Chile;Product Manager;65;Proceso Inactivo;Curso de Google Analytics;Adity;Otra;Titulado/Titulada;Marketing;Curso de Product Manager;Coderhouse;Otra;Titulado/Titulada;Comercio
M;1998-02-27;Universitaria;chile;chile;Product Manager;87;Proceso Inactivo;Ingenieria Comercial;Universidad Tecnológica de Chile INACAP;Pregrado;Egresado/Egresada;Finanzas;Ingenieria En Administracion De Empresas Mencion Finanzas;Instituto Profesional INACAP;Pregrado;Egresado/Egresada;Finanzas
F;1984-01-25;Postgrado;chile;chile;Product Manager;73;Proceso Inactivo;marketing digital;Pontificia Universidad Catolica de Chile;Postgrado;Titulado/Titulada;Marketing;Ingenieria Civil Industrial;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Ingeniería Civil
F;1997-11-20;Universitaria;chile;chile;Product Manager;79;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Administración;;;;;
M;1996-05-09;Magister;chile;chile;Product Manager;95;Proceso Inactivo;Master in Managment - Programme Grande Ecole;Kedge Business School;Otra;Titulado/Titulada;Administración;Ingeniera Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Administración
F;1999-04-16;Universitaria;chile;chile;Product Manager;81;Proceso Inactivo;Ingeniera Comercial;Universidad de Los Andes;Pregrado;Egresado/Egresada;Administración;;;;;
M;1967-01-12;Universitaria;chile;chile;Product Manager;42;Proceso Inactivo;Curso de Diseño y Auditoría de Sistemas de Control Interno en la Organización;Universidad de Chile;Otra;Titulado/Titulada;Contabilidad;Curso de Aplicación y Uso de la Legislación Laboral Vigente;Pontificia Universidad Catolica de Chile;Otra;Titulado/Titulada;Contabilidad
M;1999-11-03;Universitaria;chile;chile;Product Manager;82;Proceso Inactivo;Ingeniera Comercial;Universidad Catolica del Norte;Pregrado;Titulado/Titulada;Marketing;;;;;
M;1993-05-15;Técnico profesional superior;chile;chile;Product Manager;64;Proceso Inactivo;Tecnico Superior En Administracion;IACC;Educación Técnico Profesional;Titulado/Titulada;Marketing;;;;;
F;1982-07-02;Magister;chile;chile;Product Manager;81;Proceso Inactivo;Marketing Y Gestion Comercial;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Marketing;Marketing Y Gestion Comercial;Universidad Adolfo Ibáñez;Otra;Titulado/Titulada;Marketing
M;1999-07-07;Magister;chile;chile;Product Manager;78;Proceso Inactivo;Magister en Personas y Organizaciones;Universidad Diego Portales;Postgrado;Titulado/Titulada;Administración;Ingeniería Comercial - Mención Administración;Universidad Diego Portales;Pregrado;Titulado/Titulada;Administración
F;1993-01-11;Universitaria;chile;Chile;Product Manager;88;Proceso Inactivo;Ingenieria Comercial - Profesional;Universidad de Los Andes;Pregrado;Titulado/Titulada;Marketing;;;;;
M;1995-07-15;Universitaria;chile;chile;Product Manager;66;Proceso Inactivo;Ingenieria Civil Industrial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1993-03-16;Universitaria;chile;chile;Product Manager;85;Proceso Inactivo;Ingenieria En Administracion De Empresas;Universidad Central;Pregrado;Titulado/Titulada;Administración;;;;;
F;1989-05-16;Universitaria;chile;chile;Product Manager;93;Proceso Inactivo;English;Icot College, Dublín Irlanda;Otra;Otro;Artes de comunicación;Diplomado en Metodologías Ágiles;Universidad Diego Portales;Otra;En curso;Computación e Informática
F;1992-07-15;Magister;chile;chile;Product Manager;74;Proceso Inactivo;Ingenieria comercial;universidad adolfo ibañez;Postgrado;Titulado/Titulada;Marketing;;;;;
F;1997-03-01;Universitaria;chile;chile;Product Manager;73;Proceso Inactivo;Ingenieria en administracion, marketing;Universidad Diego Portales;Pregrado;Titulado/Titulada;Administración;;;;;
M;2021-12-07;Universitaria;chile;chile;Product Manager;97;Proceso Inactivo;Ingenieria Comercial;Universidad de Los Andes;Postgrado;Titulado/Titulada;Administración;;;;;
F;1993-09-02;Universitaria;chile;chile;Product Manager;81;Proceso Inactivo;Ingenieria Civil;Pontificia Universidad Catolica de Chile;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1993-06-20;Universitaria;chile;chile;Product Manager;87;Proceso Inactivo;Ingenieria Comercial;Universidad de Chile;Pregrado;Titulado/Titulada;Administración;;;;;
M;1994-03-17;Universitaria;chile;chile;Product Manager;80;Proceso Inactivo;Ingeniera en Comercio Exterior;DUOC;Pregrado;Egresado/Egresada;Comercio;Diplomado en Control de Gestion y Analisis Estrategico;Universidad de Santiago de Chile;Postgrado;Egresado/Egresada;Administración
M;1996-11-16;Postgrado;chile;chile;Product Manager;97;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Finanzas;;;;;
F;1992-08-21;Postgrado;chile;chile;Product Manager;80;Proceso Inactivo;MBA;ESE - Universidad de los Andes;Postgrado;En curso;Comercio;Diseño;Pontificia Universidad Catolica de Chile;Pregrado;Egresado/Egresada;Diseño
F;1996-01-17;Técnico profesional superior;chile;chile;Product Manager;87;Proceso Inactivo;Ingenieria En Marketing;Duoc UC;Educación Técnico Profesional;Titulado/Titulada;Marketing;;;;;
F;1995-09-12;Magister;chile;chile;Product Manager;78;Proceso Inactivo;Ingeniera Comercial;Universidad Finis Terrae;Pregrado;Titulado/Titulada;Marketing;;;;;
F;1996-04-15;Universitaria;chile;chile;Product Manager;82;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1995-05-31;Universitaria;chile;chile;Product Manager;74;Proceso Inactivo;Ingenieria Comercial;Universidad Católica Cardenal Raúl Silva Henríquez;Pregrado;Titulado/Titulada;Administración;;;;;
M;1994-09-23;Universitaria;chile;Chile;Product Manager;79;Proceso Inactivo;Ingenieria Informatica;Universidad Mayor;Pregrado;En curso;Computación e Informática;Ingenieria Industrial;Universidad Nacional Andrés Bello;Pregrado;Otro;Industrial
M;1994-07-05;Universitaria;chile;chile;Product Manager;90;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Diego Portales;Postgrado;Titulado/Titulada;Ingeniería Civil;;;;;
M;1987-09-09;Magister;chile;chile;Product Manager;94;Proceso Inactivo;administracion empresas turisticas;INACAP;Educación Técnico Profesional;Titulado/Titulada;Turismo y Hotelería;Ingeniera Comercial;"Universidad ""Adolfo Ibañez""";Postgrado;Titulado/Titulada;Marketing
F;1993-11-25;Postgrado;chile;chile;Product Manager;77;Proceso Inactivo;Ingenieria Comercial;Universidad Diego Portales;Postgrado;Titulado/Titulada;Economía;;;;;
F;1999-07-13;Magister;chile;chile;Product Manager;88;Proceso Inactivo;Ingeniera Comercial;Universidad Adolfo Ibáñez;Pregrado;Egresado/Egresada;Marketing;;;;;
F;1998-09-26;Universitaria;chile;chile;Product Manager;97;Proceso Inactivo;Ingenieria Comercial Mencion Administracion De Empresas;Universidad de Santiago de Chile;Pregrado;Egresado/Egresada;Administración;Diplomado en Marketing Estrategico;Pontificia Universidad Catolica de Chile;Postgrado;En curso;Marketing
M;1998-09-12;Universitaria;chile;chile;Product Manager;90;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Catolica del Norte;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1998-08-26;Universitaria;chile;chile;Product Manager;98;Proceso Inactivo;Ingenieria Comercial;"Universidad Técnica ""Federico Santa María""";Pregrado;Titulado/Titulada;Administración;;;;;
M;1997-01-29;Universitaria;chile;chile;Product Manager;93;Proceso Inactivo;Ingenieria Civil Industrial;Universidad del Bío-Bío;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1996-01-21;Postgrado;chile;chile;Product Manager;93;Proceso Inactivo;Diplomado en Ciencia de Datos para la Toma de Decisiones;Universidad Diego Portales;Postgrado;Titulado/Titulada;Administración;Ingeniera Comercial;Universidad Diego Portales;Pregrado;Titulado/Titulada;0Administración
M;1993-11-08;Magister;chile;Chile;Product Manager;82;Proceso Inactivo;Magíster en Administración y Estrategia;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Administración;Ingenieria Comercial - Profesional;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Administración
M;1999-10-15;Universitaria;chile;chile;Product Manager;96;Proceso Inactivo;Ingenieria Comercial;Universidad de Chile;Pregrado;Titulado/Titulada;Administración;;;;;
M;1993-10-01;Magister;chile;Chile;Product Manager;94;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Postgrado;Egresado/Egresada;Marketing;;;;;
M;1995-01-12;Magister;chile;chile;Product Manager;95;Proceso Inactivo;MAGISTER EN ADMINISTRACION Y ESTRATEGIA CON MENCION EN GESTION COMERCIAL;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Administración;Ingenieria Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Administración
F;1975-08-08;Magister;chile;chile;Product Manager;74;Proceso Inactivo;Magister en Gestion de negocios;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Comercio;Ingenieria En Administracion;Universidad Central;Pregrado;Titulado/Titulada;Comercio
